Potencial do Jogador,Idade,Posicao,Gols,Assistencias,Chutes ao Gol,Precisao de Passe,Desarmes,Interceptacoes,Faltas,Cartoes Amarelos,Cartoes Vermelhos,Historico de Lesoes,Altura do Jogador (cm),Peso do Jogador (kg),Cidade Natal,Pe Dominante
71,28,Midfielder,9,4,8,78.1,4,2,4,0,0,High,193,96,Porto,Direito
53,19,Midfielder,8,5,12,70.2,2,4,3,0,0,Low,208,99,Porto,Ambidestro
78,25,Defender,0,4,9,84.2,2,5,0,0,0,Medium,184,65,Coimbra,Esquerdo
53,26,Midfielder,10,1,9,70.3,1,2,0,0,0,Low,185,70,Braga,Direito
93,29,Forward,5,1,10,87.2,2,1,1,0,0,Medium,160,65,Lisboa,Esquerdo
70,23,Defender,5,0,11,97.2,1,3,0,0,0,Low,186,87,Lisboa,Ambidestro
96,23,Goalkeeper,5,0,8,88.9,0,1,0,1,0,Low,197,70,Braga,Esquerdo
94,17,Forward,4,5,11,89.5,2,2,1,0,0,Medium,192,81,Porto,Esquerdo
52,28,Forward,3,4,8,70.3,3,1,2,0,0,High,202,52,Coimbra,Esquerdo
66,18,Goalkeeper,7,4,8,97.0,3,1,0,0,0,High,205,95,Porto,Esquerdo
59,18,Forward,5,0,13,93.7,4,0,3,0,0,None,193,72,Porto,Direito
50,17,Goalkeeper,6,1,10,72.6,3,2,0,0,0,High,201,53,Porto,Esquerdo
56,21,Goalkeeper,3,0,11,73.0,2,0,0,1,0,Low,161,91,Porto,Direito
93,24,Goalkeeper,6,5,9,98.7,3,1,1,0,0,High,153,65,Braga,Ambidestro
83,20,Goalkeeper,2,1,10,89.9,1,2,1,0,0,None,200,77,Lisboa,Ambidestro
53,16,Defender,10,5,6,74.4,4,2,2,0,0,High,161,55,Faro,Ambidestro
59,27,Forward,3,3,10,86.0,2,1,2,0,0,None,150,94,Lisboa,Direito
59,18,Midfielder,4,2,13,84.9,3,3,2,0,0,Medium,184,67,Braga,Esquerdo
98,21,Defender,6,2,7,77.9,2,1,1,0,0,Low,179,65,Porto,Ambidestro
59,32,Midfielder,7,2,10,84.4,3,2,1,0,0,Low,192,95,Coimbra,Ambidestro
82,24,Defender,7,3,14,79.0,3,1,0,0,0,High,165,56,Porto,Direito
57,17,Forward,5,4,10,79.0,0,0,1,1,0,None,200,95,Braga,Direito
65,33,Goalkeeper,2,4,10,100.0,0,2,2,0,0,None,198,78,Braga,Ambidestro
58,32,Midfielder,8,2,11,87.0,2,1,0,0,0,None,162,84,Lisboa,Direito
78,19,Defender,1,1,9,93.8,2,5,1,0,0,Low,150,81,Porto,Direito
72,24,Forward,7,4,17,80.7,1,2,2,0,0,Low,178,79,Lisboa,Ambidestro
60,20,Forward,6,4,10,93.8,1,0,0,0,0,Medium,164,70,Faro,Direito
63,32,Defender,5,2,10,92.7,1,1,0,0,0,None,189,82,Porto,Esquerdo
54,19,Goalkeeper,5,6,11,92.5,1,2,0,0,0,Medium,207,73,Faro,Esquerdo
98,23,Defender,2,3,13,78.4,0,2,0,0,0,Low,194,63,Braga,Ambidestro
84,19,Defender,5,1,13,94.1,2,3,1,0,0,Medium,162,53,Porto,Esquerdo
61,34,Defender,6,0,4,75.8,4,1,0,0,0,Low,189,85,Braga,Esquerdo
82,33,Goalkeeper,4,5,8,98.6,3,4,1,0,0,Medium,167,59,Coimbra,Ambidestro
94,17,Midfielder,7,5,11,78.8,5,1,0,0,0,Low,162,54,Porto,Ambidestro
99,34,Defender,5,1,4,71.0,3,3,2,0,0,None,178,77,Coimbra,Ambidestro
80,33,Forward,5,3,16,99.0,2,3,2,0,0,High,186,95,Porto,Direito
100,18,Midfielder,8,1,7,70.3,2,3,1,1,0,None,199,86,Lisboa,Ambidestro
97,21,Forward,7,2,7,92.8,4,2,1,0,0,High,163,58,Porto,Esquerdo
61,21,Forward,1,3,5,92.1,2,3,1,0,0,High,195,69,Coimbra,Direito
60,28,Defender,3,2,9,97.6,1,1,0,0,0,High,174,61,Porto,Direito
82,28,Midfielder,4,5,9,91.1,2,3,0,1,0,None,191,73,Braga,Ambidestro
51,18,Defender,5,5,11,92.0,2,6,1,0,0,High,187,58,Braga,Direito
62,31,Forward,3,1,12,79.6,0,1,0,0,0,Low,158,99,Braga,Direito
74,23,Defender,4,4,13,90.9,0,1,0,1,0,None,158,66,Coimbra,Ambidestro
64,23,Goalkeeper,9,2,13,70.3,0,4,1,0,0,Low,185,74,Coimbra,Esquerdo
86,27,Goalkeeper,2,3,9,84.5,2,2,0,0,0,None,184,88,Faro,Ambidestro
89,33,Defender,10,0,9,78.9,3,4,1,0,0,High,153,60,Braga,Ambidestro
59,22,Defender,6,2,10,74.5,0,1,2,0,0,Medium,165,50,Coimbra,Esquerdo
88,23,Defender,5,4,4,96.7,4,2,2,1,0,Low,160,68,Faro,Esquerdo
91,34,Defender,6,3,13,88.0,2,2,0,1,0,Medium,191,90,Lisboa,Ambidestro
98,27,Defender,3,3,8,86.0,4,1,3,0,0,None,156,50,Porto,Esquerdo
91,33,Goalkeeper,5,5,4,84.4,3,3,1,0,0,Medium,166,85,Coimbra,Direito
60,25,Midfielder,4,3,10,82.0,1,4,0,1,0,None,192,98,Porto,Esquerdo
70,30,Defender,4,3,15,91.7,1,4,1,0,0,Low,175,87,Coimbra,Direito
96,25,Midfielder,1,7,9,75.6,3,0,0,0,0,High,184,63,Coimbra,Direito
75,34,Defender,4,2,11,89.0,3,5,0,0,0,None,194,72,Lisboa,Ambidestro
99,16,Midfielder,6,4,7,76.3,1,4,2,0,0,High,151,80,Coimbra,Esquerdo
97,25,Goalkeeper,1,2,10,83.5,1,1,2,0,0,Low,190,57,Coimbra,Ambidestro
72,27,Forward,5,4,8,96.0,3,1,2,0,0,Low,207,93,Faro,Ambidestro
62,33,Midfielder,7,2,11,83.5,1,0,0,0,0,Low,185,65,Braga,Esquerdo
92,25,Goalkeeper,2,7,11,89.0,1,0,3,0,1,Medium,191,84,Faro,Direito
85,16,Midfielder,5,2,6,81.4,2,1,3,0,0,High,179,66,Coimbra,Esquerdo
89,32,Goalkeeper,5,2,6,87.9,2,2,0,0,0,Low,180,92,Coimbra,Esquerdo
67,26,Forward,3,5,8,79.1,0,0,3,0,0,Medium,189,63,Braga,Direito
76,20,Goalkeeper,5,4,1,84.4,4,2,2,0,0,Medium,172,97,Lisboa,Direito
57,19,Defender,4,4,12,77.5,1,5,1,0,0,None,196,59,Faro,Esquerdo
91,24,Defender,3,2,12,76.3,1,2,1,0,0,Low,162,51,Braga,Direito
53,30,Midfielder,9,3,5,84.9,5,2,0,0,0,Low,157,62,Lisboa,Esquerdo
80,16,Defender,4,6,17,73.6,1,4,1,0,0,High,203,83,Porto,Ambidestro
68,24,Defender,4,3,7,82.4,2,0,1,0,0,None,175,68,Braga,Ambidestro
96,23,Forward,7,3,10,83.4,4,1,1,1,0,None,205,60,Faro,Direito
90,29,Defender,3,2,4,72.5,3,1,3,1,0,Low,202,97,Coimbra,Ambidestro
94,33,Defender,6,1,12,81.0,2,2,1,0,0,None,160,65,Faro,Ambidestro
52,16,Midfielder,8,4,7,71.3,2,0,3,0,0,High,164,65,Lisboa,Esquerdo
65,27,Defender,5,4,17,77.3,2,2,1,0,0,None,152,65,Coimbra,Esquerdo
53,20,Defender,9,3,12,72.7,3,4,2,0,0,Medium,170,90,Porto,Esquerdo
70,16,Goalkeeper,7,3,6,83.5,1,2,0,0,0,None,185,78,Porto,Direito
54,26,Goalkeeper,5,0,8,80.2,0,1,0,0,0,Medium,162,51,Lisboa,Ambidestro
83,30,Midfielder,4,6,8,73.4,2,5,1,0,0,None,205,52,Porto,Esquerdo
68,34,Midfielder,2,0,9,86.4,3,2,1,0,0,None,156,57,Faro,Ambidestro
89,20,Midfielder,7,2,15,86.2,1,3,0,1,1,High,188,64,Coimbra,Ambidestro
87,19,Defender,2,0,4,79.9,2,0,2,1,0,High,159,81,Coimbra,Esquerdo
98,23,Defender,2,3,5,82.4,1,4,0,0,0,None,201,79,Braga,Esquerdo
88,24,Defender,2,2,13,98.3,2,1,0,1,0,Low,163,58,Coimbra,Ambidestro
85,29,Defender,8,2,4,74.6,1,2,1,0,0,None,201,90,Braga,Esquerdo
57,21,Defender,7,2,18,98.2,2,4,0,1,0,Low,171,99,Coimbra,Ambidestro
97,16,Defender,5,2,11,79.8,2,1,0,0,0,Low,194,52,Braga,Esquerdo
88,24,Goalkeeper,4,2,10,79.1,1,2,0,0,0,Medium,208,60,Coimbra,Esquerdo
75,31,Midfielder,6,4,11,87.5,4,2,0,0,0,High,152,53,Faro,Esquerdo
84,31,Midfielder,4,4,14,81.5,3,1,2,0,0,None,185,97,Coimbra,Direito
81,27,Defender,7,1,12,88.8,4,0,0,0,0,Low,196,56,Lisboa,Ambidestro
91,20,Forward,4,1,12,93.3,2,1,0,0,0,Medium,151,70,Porto,Ambidestro
89,23,Goalkeeper,1,3,6,81.4,0,3,0,1,0,None,156,86,Braga,Esquerdo
62,29,Midfielder,8,4,10,94.3,4,1,4,1,1,High,204,66,Coimbra,Direito
89,26,Goalkeeper,2,3,5,84.2,1,1,0,0,0,Medium,200,55,Coimbra,Esquerdo
65,30,Defender,4,2,7,87.7,0,3,1,0,0,Medium,151,51,Braga,Direito
88,33,Goalkeeper,6,5,14,73.1,2,4,1,1,0,Low,181,61,Lisboa,Direito
56,19,Midfielder,5,4,10,99.9,1,3,2,0,0,High,168,73,Faro,Ambidestro
89,25,Goalkeeper,6,3,11,93.0,3,0,1,0,0,Medium,154,85,Braga,Ambidestro
63,34,Goalkeeper,3,2,10,89.9,1,1,1,0,0,Low,156,78,Lisboa,Direito
55,18,Forward,4,3,14,70.6,1,2,1,0,0,High,150,58,Porto,Ambidestro
72,27,Goalkeeper,5,2,14,70.3,2,0,2,0,0,High,180,60,Faro,Ambidestro
79,34,Midfielder,7,3,8,70.0,2,2,0,0,0,Medium,208,97,Coimbra,Direito
82,29,Midfielder,7,4,13,79.8,3,3,1,0,0,Medium,161,96,Porto,Ambidestro
63,17,Midfielder,8,2,9,76.9,3,7,2,0,0,Low,173,87,Coimbra,Direito
96,22,Midfielder,6,2,11,84.2,0,2,0,0,0,None,170,56,Lisboa,Ambidestro
95,26,Defender,4,1,12,87.4,2,1,0,0,0,None,161,86,Braga,Ambidestro
97,32,Forward,5,2,8,98.7,0,0,0,0,0,High,183,64,Coimbra,Esquerdo
51,32,Defender,0,4,10,70.8,3,0,0,0,0,High,172,50,Coimbra,Direito
91,19,Midfielder,2,2,12,89.0,1,2,0,0,0,None,175,92,Lisboa,Direito
77,33,Goalkeeper,8,3,9,71.3,2,4,1,0,0,High,185,62,Lisboa,Ambidestro
85,26,Midfielder,8,2,16,81.5,3,2,0,0,0,None,201,99,Faro,Ambidestro
75,25,Midfielder,5,4,13,81.2,1,2,0,0,0,Low,164,94,Lisboa,Ambidestro
90,28,Forward,5,5,8,74.5,3,0,3,0,0,High,151,89,Braga,Ambidestro
93,29,Forward,6,6,9,92.1,2,1,1,0,0,None,177,98,Faro,Ambidestro
72,22,Goalkeeper,5,4,16,98.7,1,2,0,0,0,None,176,59,Braga,Ambidestro
93,22,Defender,5,0,11,89.9,4,2,0,0,0,Low,206,88,Faro,Ambidestro
50,23,Midfielder,4,3,13,94.7,5,3,2,0,0,High,208,82,Faro,Ambidestro
67,24,Forward,6,2,7,99.3,4,3,0,1,0,None,167,65,Porto,Direito
86,29,Goalkeeper,6,4,12,98.7,1,0,1,0,0,Low,193,82,Faro,Ambidestro
100,23,Midfielder,2,3,16,80.8,2,2,1,0,0,None,182,65,Coimbra,Direito
78,32,Defender,8,7,10,81.1,3,2,2,0,0,High,171,69,Porto,Ambidestro
55,31,Defender,4,3,11,97.2,0,3,0,1,0,None,167,90,Faro,Ambidestro
73,24,Forward,1,4,10,79.6,4,1,2,0,0,High,166,81,Porto,Ambidestro
83,19,Defender,2,4,12,73.9,2,0,0,0,0,Medium,157,74,Braga,Esquerdo
59,22,Goalkeeper,5,0,13,94.0,3,4,1,0,0,Medium,175,86,Lisboa,Esquerdo
84,33,Forward,3,3,11,78.3,1,4,0,0,0,Medium,169,79,Lisboa,Ambidestro
87,23,Midfielder,2,1,6,72.6,3,2,2,0,0,Low,171,54,Faro,Direito
88,18,Forward,4,2,7,92.6,3,1,0,0,0,High,154,58,Coimbra,Esquerdo
94,32,Goalkeeper,7,2,7,98.6,4,3,3,0,0,High,202,93,Braga,Ambidestro
50,34,Goalkeeper,3,0,10,79.3,1,0,1,0,0,High,151,55,Coimbra,Direito
82,29,Defender,7,3,15,94.8,2,2,2,0,0,High,199,86,Porto,Esquerdo
55,20,Midfielder,5,1,6,72.9,3,1,4,0,0,High,170,68,Porto,Direito
88,20,Goalkeeper,3,3,12,74.1,2,1,3,0,0,Medium,176,53,Faro,Ambidestro
86,28,Defender,2,2,10,76.4,0,4,2,0,0,High,161,78,Braga,Direito
91,33,Midfielder,1,4,13,78.2,1,1,1,0,0,None,153,56,Lisboa,Direito
62,17,Midfielder,8,4,9,92.5,1,2,1,0,0,High,176,77,Coimbra,Esquerdo
51,21,Goalkeeper,3,6,19,90.6,3,0,1,0,0,None,197,75,Porto,Ambidestro
90,17,Midfielder,4,2,6,90.2,1,2,1,0,0,High,199,66,Braga,Esquerdo
83,23,Midfielder,6,5,6,76.2,2,4,1,0,0,High,165,99,Lisboa,Esquerdo
51,25,Defender,4,4,7,79.0,2,1,0,0,0,Low,175,90,Braga,Ambidestro
82,33,Forward,5,2,12,92.0,2,1,0,1,0,Low,208,76,Porto,Ambidestro
98,25,Midfielder,4,1,14,82.0,1,3,1,0,0,Medium,183,64,Braga,Ambidestro
99,16,Defender,1,5,6,75.3,1,2,1,0,0,None,153,93,Porto,Ambidestro
64,20,Defender,6,4,7,93.5,2,1,1,0,0,High,170,71,Porto,Ambidestro
61,33,Defender,3,3,4,88.5,3,2,2,0,0,Medium,172,95,Porto,Esquerdo
50,32,Goalkeeper,7,2,11,70.8,1,0,0,0,0,None,174,92,Braga,Direito
95,19,Goalkeeper,5,1,12,96.9,2,1,0,0,0,Low,177,87,Faro,Ambidestro
54,26,Forward,6,2,18,89.2,1,1,0,0,0,Low,197,85,Braga,Esquerdo
85,17,Goalkeeper,3,4,13,95.2,1,3,1,0,0,High,185,79,Braga,Direito
74,20,Defender,5,4,12,77.4,5,4,2,0,0,None,165,85,Braga,Ambidestro
85,20,Defender,2,5,11,90.0,1,1,1,0,0,Low,209,53,Lisboa,Direito
56,32,Forward,4,3,11,77.0,1,1,0,0,1,Low,176,69,Coimbra,Direito
61,32,Defender,4,2,6,86.6,2,3,1,0,0,High,161,89,Lisboa,Direito
95,31,Goalkeeper,3,2,12,87.4,2,1,1,0,0,Low,179,67,Faro,Direito
61,26,Defender,7,2,10,87.8,0,2,1,0,0,None,159,77,Coimbra,Esquerdo
90,29,Forward,6,5,5,79.2,3,0,0,0,0,Medium,179,56,Lisboa,Direito
65,24,Forward,4,5,8,73.2,1,2,3,0,0,High,186,81,Braga,Direito
87,27,Forward,6,2,6,80.8,0,1,2,1,0,High,196,74,Braga,Direito
73,22,Midfielder,5,4,8,88.4,3,2,0,0,0,None,155,70,Faro,Ambidestro
60,25,Goalkeeper,3,1,10,82.9,2,2,1,0,0,None,183,78,Faro,Ambidestro
95,31,Forward,7,2,15,88.1,0,0,0,0,0,Medium,168,71,Porto,Direito
76,19,Midfielder,3,2,12,99.1,0,0,1,0,0,High,185,65,Lisboa,Direito
88,28,Goalkeeper,2,3,8,83.8,0,4,0,0,0,High,150,76,Faro,Esquerdo
80,34,Midfielder,6,4,11,81.8,3,2,2,0,1,High,207,91,Porto,Direito
73,33,Goalkeeper,7,4,16,88.1,1,1,0,0,0,Medium,170,63,Braga,Ambidestro
61,26,Goalkeeper,8,5,10,78.2,0,2,3,0,0,Low,186,87,Coimbra,Esquerdo
91,18,Goalkeeper,5,2,9,94.2,1,4,0,0,0,None,161,81,Coimbra,Ambidestro
73,17,Forward,4,5,10,76.2,0,2,3,0,0,Low,162,94,Porto,Direito
83,27,Goalkeeper,4,2,12,93.4,0,4,0,0,0,High,201,93,Faro,Ambidestro
93,19,Midfielder,5,0,16,99.8,2,2,0,0,0,None,168,55,Faro,Esquerdo
87,28,Defender,5,2,7,77.1,1,1,3,0,0,Low,179,96,Braga,Esquerdo
60,20,Defender,4,7,11,75.7,1,3,0,1,0,Low,198,54,Braga,Ambidestro
99,17,Goalkeeper,6,2,10,83.5,1,4,0,1,0,Low,192,97,Braga,Direito
80,33,Forward,9,2,9,75.9,0,4,0,0,0,Low,167,84,Braga,Ambidestro
99,16,Goalkeeper,1,1,10,93.1,1,2,3,1,0,High,184,63,Coimbra,Ambidestro
90,23,Midfielder,5,2,12,87.4,1,2,1,0,0,Medium,164,94,Braga,Direito
62,20,Defender,6,3,9,70.2,1,2,2,0,0,Medium,199,74,Lisboa,Direito
76,19,Midfielder,8,4,10,76.2,4,2,1,0,1,High,173,84,Porto,Direito
77,21,Midfielder,3,5,6,93.7,4,1,0,0,0,None,197,77,Coimbra,Esquerdo
54,22,Defender,3,0,5,75.2,0,0,0,1,0,Medium,183,67,Faro,Esquerdo
84,19,Forward,1,1,11,86.5,3,3,1,0,0,High,155,60,Coimbra,Ambidestro
91,18,Midfielder,9,5,16,90.9,2,1,1,0,0,High,191,92,Lisboa,Esquerdo
51,24,Defender,5,3,11,81.0,1,2,2,0,1,Low,201,98,Faro,Ambidestro
85,17,Forward,7,2,13,93.4,2,0,0,0,0,None,178,94,Porto,Ambidestro
68,20,Midfielder,9,5,4,88.6,1,1,0,0,0,Low,193,68,Faro,Esquerdo
82,16,Midfielder,6,2,11,71.6,4,0,0,0,0,Low,208,88,Porto,Ambidestro
70,29,Midfielder,3,2,16,75.5,1,4,3,0,0,Low,151,72,Faro,Direito
89,25,Midfielder,4,0,9,87.7,3,2,0,0,0,High,171,91,Braga,Ambidestro
91,21,Goalkeeper,7,2,7,70.6,1,2,2,0,0,Medium,153,64,Coimbra,Esquerdo
58,17,Forward,4,3,8,70.7,1,0,1,0,0,Low,181,64,Porto,Direito
69,23,Midfielder,4,0,5,87.4,0,2,0,0,0,Low,183,79,Braga,Direito
91,24,Defender,7,2,10,92.7,4,0,2,0,0,Low,156,64,Braga,Esquerdo
71,23,Goalkeeper,6,1,9,83.5,5,6,2,0,0,None,164,59,Porto,Esquerdo
67,19,Defender,4,1,9,74.3,0,3,0,0,0,None,182,58,Faro,Direito
99,28,Defender,6,4,9,90.8,0,2,0,0,0,None,203,55,Porto,Esquerdo
83,19,Forward,6,3,10,90.4,3,2,0,1,0,None,209,61,Faro,Ambidestro
78,22,Defender,2,1,10,76.0,0,3,1,0,0,Medium,181,67,Faro,Esquerdo
74,23,Goalkeeper,4,7,6,77.8,0,1,1,0,0,High,204,67,Porto,Direito
57,16,Midfielder,14,3,13,79.7,0,0,1,0,0,None,176,99,Faro,Ambidestro
50,21,Midfielder,10,4,18,74.1,1,0,0,0,0,None,153,69,Faro,Ambidestro
100,27,Defender,5,4,12,97.0,2,3,2,0,0,Low,174,66,Porto,Direito
55,25,Forward,6,4,10,72.4,1,5,3,0,0,Low,195,82,Porto,Esquerdo
58,23,Forward,4,5,4,92.0,3,3,0,0,0,High,198,68,Faro,Esquerdo
65,21,Midfielder,2,5,9,71.6,0,6,1,0,0,Medium,169,95,Lisboa,Ambidestro
68,24,Midfielder,9,3,14,74.7,1,2,1,0,0,Low,187,87,Coimbra,Esquerdo
79,27,Defender,2,4,8,83.4,2,2,2,0,0,Medium,203,67,Braga,Esquerdo
57,30,Forward,7,3,7,70.2,1,1,1,1,0,Low,168,89,Faro,Esquerdo
80,16,Defender,9,2,20,75.3,3,2,1,0,0,Medium,158,54,Faro,Direito
93,24,Midfielder,6,5,2,86.5,6,5,0,1,0,None,160,81,Lisboa,Esquerdo
63,22,Midfielder,13,3,13,91.5,1,2,2,1,0,None,182,92,Coimbra,Ambidestro
71,26,Defender,3,1,7,92.9,2,3,1,0,0,Low,170,79,Braga,Ambidestro
89,18,Forward,2,7,13,84.0,1,1,1,0,1,Medium,201,92,Porto,Ambidestro
78,16,Midfielder,8,3,8,87.7,4,2,0,0,0,None,188,55,Porto,Esquerdo
64,30,Midfielder,4,6,6,81.9,1,3,1,0,0,Medium,203,80,Coimbra,Esquerdo
51,16,Forward,10,1,12,91.6,1,3,2,0,0,Medium,174,74,Porto,Esquerdo
87,22,Midfielder,12,3,10,83.6,2,5,0,0,0,High,198,82,Lisboa,Esquerdo
90,17,Forward,4,1,8,81.4,0,3,0,0,0,None,180,88,Porto,Esquerdo
95,28,Forward,3,4,15,91.5,3,3,0,0,0,Low,171,55,Faro,Esquerdo
78,34,Midfielder,7,4,13,96.1,3,1,3,0,0,None,201,59,Faro,Ambidestro
99,29,Defender,6,0,14,77.5,1,0,1,0,0,Medium,157,59,Faro,Direito
89,25,Midfielder,8,1,11,96.3,1,0,1,0,0,None,172,63,Braga,Ambidestro
76,20,Midfielder,3,4,12,90.8,2,1,0,1,0,None,181,96,Porto,Ambidestro
87,33,Midfielder,0,4,9,97.9,3,5,2,0,0,High,159,93,Lisboa,Esquerdo
73,19,Goalkeeper,5,1,10,89.7,3,2,1,1,0,Medium,174,63,Faro,Direito
58,18,Midfielder,1,3,9,79.5,2,2,0,0,0,Medium,184,56,Coimbra,Ambidestro
85,29,Defender,3,0,13,96.6,2,2,1,0,0,High,205,59,Faro,Ambidestro
66,31,Defender,5,0,10,84.9,1,3,0,0,0,Low,208,55,Porto,Ambidestro
55,20,Defender,8,2,12,77.4,2,2,0,0,0,Low,188,75,Lisboa,Esquerdo
58,25,Forward,3,2,14,98.5,3,0,1,0,0,Low,164,62,Coimbra,Direito
67,20,Goalkeeper,5,1,10,87.0,3,1,3,0,0,None,204,67,Coimbra,Esquerdo
69,33,Goalkeeper,4,1,9,88.5,1,2,3,1,0,Medium,188,88,Faro,Esquerdo
66,34,Defender,6,2,8,91.6,3,0,0,1,0,None,171,94,Lisboa,Direito
67,29,Goalkeeper,6,4,8,78.9,3,1,0,0,0,Low,194,57,Faro,Esquerdo
83,29,Forward,3,1,10,73.6,0,2,1,0,0,None,209,59,Faro,Ambidestro
92,18,Midfielder,2,6,6,94.2,2,2,2,0,0,None,164,51,Lisboa,Direito
97,19,Defender,2,2,9,83.0,3,0,0,0,0,None,180,91,Lisboa,Esquerdo
68,25,Goalkeeper,9,5,11,75.4,3,1,0,0,0,Medium,170,85,Lisboa,Ambidestro
95,28,Defender,5,2,13,80.3,2,0,0,1,0,Low,173,50,Lisboa,Direito
78,31,Defender,7,3,9,90.7,3,0,1,0,0,High,198,72,Faro,Ambidestro
94,18,Defender,8,1,18,90.1,4,3,0,1,0,High,183,60,Coimbra,Ambidestro
85,22,Defender,4,2,9,76.6,3,4,2,0,0,High,162,85,Porto,Direito
60,30,Midfielder,4,3,9,79.4,2,1,0,0,0,Medium,172,60,Coimbra,Ambidestro
61,32,Defender,6,1,12,95.1,4,1,0,0,1,Medium,175,92,Lisboa,Ambidestro
96,31,Goalkeeper,4,1,7,82.6,2,3,0,1,0,Medium,172,88,Faro,Ambidestro
92,24,Goalkeeper,2,1,12,81.2,2,2,0,0,0,High,170,80,Braga,Esquerdo
89,16,Forward,9,4,11,93.7,1,1,2,1,0,High,208,89,Faro,Direito
76,26,Forward,10,3,11,84.1,1,1,1,1,0,Low,152,65,Porto,Direito
83,27,Goalkeeper,8,2,5,94.0,0,3,3,0,0,Medium,170,55,Coimbra,Direito
82,29,Defender,2,0,6,99.5,2,2,2,1,0,Low,172,71,Braga,Direito
89,23,Goalkeeper,7,4,9,96.8,1,3,0,0,0,High,168,72,Braga,Direito
71,22,Forward,4,3,11,70.1,3,2,1,0,0,None,207,72,Lisboa,Esquerdo
55,29,Defender,6,5,13,92.8,2,3,2,1,0,High,207,73,Lisboa,Direito
87,31,Goalkeeper,11,3,13,95.7,2,3,1,1,0,High,164,67,Lisboa,Ambidestro
86,25,Midfielder,12,3,6,78.7,1,3,1,0,0,None,168,90,Porto,Esquerdo
70,22,Goalkeeper,4,4,8,83.4,1,0,2,1,0,Medium,187,61,Lisboa,Esquerdo
68,27,Forward,3,5,4,86.6,4,2,1,0,0,High,193,82,Braga,Direito
69,34,Goalkeeper,5,1,12,96.8,3,1,0,0,0,None,165,76,Faro,Ambidestro
94,23,Defender,2,2,5,89.0,2,3,1,1,0,High,200,55,Braga,Direito
77,17,Goalkeeper,6,2,11,88.4,2,1,0,0,0,Medium,180,67,Lisboa,Direito
63,25,Forward,0,4,7,75.7,3,2,2,1,0,Low,150,95,Porto,Esquerdo
85,18,Goalkeeper,4,4,8,88.5,3,2,0,0,0,High,166,95,Lisboa,Esquerdo
76,34,Defender,7,3,6,82.0,2,2,0,0,0,Low,180,75,Lisboa,Esquerdo
91,30,Goalkeeper,8,2,7,95.0,1,0,2,1,0,None,160,71,Braga,Direito
51,21,Forward,5,2,14,76.0,0,2,3,0,1,Low,171,99,Lisboa,Ambidestro
68,20,Midfielder,2,4,4,82.5,1,3,1,0,0,Medium,151,72,Coimbra,Ambidestro
98,34,Goalkeeper,5,0,12,72.9,1,3,1,0,0,High,176,90,Braga,Esquerdo
56,30,Goalkeeper,3,3,12,79.3,4,2,1,1,0,High,184,57,Faro,Ambidestro
92,34,Forward,5,4,16,92.0,1,3,1,0,1,Low,170,65,Coimbra,Esquerdo
78,17,Forward,8,2,7,84.2,0,0,1,0,0,High,174,58,Coimbra,Ambidestro
78,28,Goalkeeper,3,3,11,81.4,3,3,1,0,0,Medium,208,74,Faro,Esquerdo
73,16,Forward,2,5,12,83.0,0,4,0,0,0,None,170,84,Lisboa,Esquerdo
96,25,Forward,6,4,9,71.4,1,3,1,0,0,High,172,81,Lisboa,Esquerdo
64,32,Defender,5,3,8,94.2,6,0,1,0,0,None,158,52,Braga,Esquerdo
90,18,Goalkeeper,4,4,9,72.7,3,3,1,0,0,Low,180,56,Coimbra,Esquerdo
95,24,Goalkeeper,5,4,7,99.8,1,2,1,1,0,Low,200,74,Coimbra,Ambidestro
84,26,Midfielder,3,2,8,86.7,0,1,0,1,0,Low,188,88,Braga,Ambidestro
83,32,Midfielder,4,0,12,96.1,0,3,1,0,0,High,174,54,Faro,Direito
66,17,Forward,6,4,18,70.8,2,0,1,0,0,High,153,85,Lisboa,Esquerdo
93,16,Forward,9,1,8,88.9,2,2,1,1,0,Low,191,54,Lisboa,Direito
99,21,Goalkeeper,2,1,12,73.4,3,2,3,0,0,Low,177,88,Coimbra,Esquerdo
63,18,Midfielder,5,0,11,97.6,1,3,0,1,0,High,199,81,Coimbra,Esquerdo
81,31,Goalkeeper,6,6,11,81.1,1,0,3,0,0,High,156,70,Coimbra,Esquerdo
53,19,Goalkeeper,5,4,10,78.6,3,3,0,0,0,High,190,51,Coimbra,Ambidestro
78,30,Goalkeeper,3,3,12,74.1,2,1,0,0,0,High,160,66,Lisboa,Esquerdo
76,21,Midfielder,2,5,9,73.4,2,1,0,0,0,None,150,85,Braga,Esquerdo
54,27,Goalkeeper,2,4,7,95.2,2,5,2,0,0,Medium,152,87,Lisboa,Ambidestro
68,22,Midfielder,8,4,6,75.0,5,2,0,0,0,Medium,162,72,Braga,Esquerdo
77,22,Midfielder,4,2,8,81.8,1,0,0,1,0,Medium,153,75,Faro,Direito
70,22,Forward,5,3,5,98.9,3,2,0,0,0,High,208,75,Braga,Esquerdo
67,18,Goalkeeper,7,2,11,80.5,3,2,2,1,0,High,171,80,Braga,Esquerdo
96,22,Midfielder,8,1,8,76.8,1,1,3,0,0,Medium,157,99,Coimbra,Esquerdo
65,21,Forward,8,3,7,87.5,2,4,2,0,0,None,188,73,Braga,Esquerdo
98,21,Forward,2,4,11,84.7,4,1,0,1,0,Medium,162,95,Braga,Esquerdo
