Diferenca de Golos da Equipa da Casa,Golos Marcados pela Equipa da Casa_5J,Golos Marcados pela Equipa Fora_5J,Golos Sofridos pela Equipa da Casa_5J,Golos Sofridos pela Equipa Fora_5J,Taxa de Vitorias da Equipa da Casa_10J,Taxa de Vitorias da Equipa Fora_10J,Posicao da Equipa da Casa na Liga,Posicao da Equipa Fora na Liga,Distancia Percorrida_Equipa Fora,Temperatura no Dia do Jogo,Numero de Espectadores,Golos da Equipa da Casa,Golos da Equipa Fora
0,2.288544106,1.708381603,1.81112758,1.229364312,0.066955695,0.209516298,12,14,535,10,29170,2,2
1,1.09359895,1.02801323,1.024009705,0.781201453,0.359537253,0.727606852,10,6,712,15,11765,1,0
1,1.806674583,0.846793429,1.130534169,0.861248281,0.704749796,0.837519779,3,16,839,17,41322,1,0
1,2.421849988,1.048541379,2.08820453,1.108073528,0.353001584,0.621717773,3,9,541,10,34621,3,2
5,1.635545491,1.931764613,0.947323062,1.003721101,0.388403259,0.566119609,8,15,64,20,18695,5,0
-2,2.068223814,2.100126183,0.655598061,1.124514297,0.078651934,0.947986923,7,17,441,17,12078,2,4
0,0.630834066,1.432560833,1.461733656,2.056691953,0.455864542,0.801430016,12,1,176,10,48552,1,1
2,1.853567372,1.014208126,1.229133023,1.560323391,0.649360662,0.756336244,6,11,333,18,7057,2,0
1,1.515193066,1.051443458,1.763926226,2.06628573,0.440064243,0.750845147,6,12,851,11,49868,2,1
-1,1.882500989,1.378596553,1.186290111,1.646252512,0.581709838,0.42390528,7,8,835,25,48690,0,1
0,1.933832609,-0.139206459,1.675422562,2.398534543,0.866396276,0.309299726,18,17,962,27,17440,0,0
1,0.371874941,1.382468734,2.023316633,1.647591812,0.068844954,0.032648727,20,11,995,21,43781,1,0
3,1.27819863,1.011113077,1.62441346,1.465598681,0.113339953,0.707662099,7,11,181,28,45057,3,0
0,1.16498836,0.820472163,0.802268572,2.144659699,0.389368854,0.294051643,1,12,233,29,29570,0,0
1,1.576082095,1.192415031,0.967396041,1.679708196,0.052206663,0.594336532,10,11,996,25,46591,1,0
-1,0.529733301,0.758940281,1.443243451,1.648317626,0.690335882,0.898657355,7,2,737,15,49988,0,1
0,0.954745666,1.497594343,1.116348303,2.047400271,0.739189444,0.530524664,20,3,61,25,11972,0,0
4,2.000960352,1.157364575,0.552091448,0.952678876,0.21704949,0.277291767,12,14,91,13,11115,5,1
0,1.588446223,1.687510482,1.416350381,1.571214422,0.72295805,0.086759149,8,12,845,26,23173,0,0
2,0.955992729,0.186768467,0.525996591,1.183586693,0.087950112,0.579615457,8,10,314,15,17873,2,0
2,1.373391316,1.361999781,0.618474273,0.98084543,0.447950926,0.929952617,9,19,548,29,29774,3,1
0,2.049136529,0.426586709,1.077822564,1.574241283,0.864911719,0.348118617,6,9,836,11,19421,1,1
1,0.580216607,0.898199203,2.101230467,1.116769441,0.224686077,0.721304702,15,6,757,20,19952,1,0
4,1.394285693,1.836657491,0.797335085,0.609723147,0.759714252,0.570713892,20,18,391,23,22790,5,1
1,1.385168378,0.941458108,1.667408925,0.796236956,0.604179267,0.072493014,16,17,935,24,11385,2,1
1,1.593489707,1.894314256,1.740024415,1.900490856,0.706223202,0.976273807,9,4,785,21,17696,2,1
-3,1.751889733,2.206443061,1.720953125,0.822238056,0.374997234,0.211630272,13,1,949,20,37718,1,4
-3,2.455171251,1.542065535,1.349768993,0.845926027,0.86805056,0.62363051,9,12,587,17,17733,0,3
0,1.776890597,1.482136772,1.187567715,1.533343904,0.557785873,0.460209294,9,4,304,28,11205,1,1
-1,1.206259266,0.346085701,1.035291012,1.357836056,0.173555815,0.769871485,18,15,527,19,29420,2,3
2,2.128974971,1.138965737,1.45801603,0.699309322,0.744599728,0.66857424,3,5,410,27,7475,2,0
-1,1.070665801,1.601127173,1.346200222,1.3706489,0.892269789,0.241495785,20,5,51,12,10014,0,1
-4,1.718093548,2.670111123,1.097848162,1.129512413,0.187675152,0.665864682,14,18,539,13,8326,1,5
0,2.285731526,0.92799953,1.74757014,0.941930104,0.567325044,0.912007214,19,18,675,29,45185,0,0
-1,2.038657441,1.47201772,0.690058605,1.397533835,0.97309766,0.603460917,9,10,806,23,30361,3,4
0,1.905544838,1.048587449,1.266563864,1.119529566,0.757468839,0.854186556,8,18,123,12,29291,0,0
1,0.384231181,1.138176433,1.545861093,0.902616821,0.465339349,0.464783427,16,4,302,29,43979,1,0
0,1.449498741,1.735552962,1.594479343,2.299512512,0.300563264,0.746140462,17,6,632,14,33147,1,1
0,1.206312467,1.285577991,0.363725056,2.452137578,0.929057379,0.516016659,12,7,557,15,37700,1,1
3,2.162434136,0.616148846,0.400568282,1.562323018,0.285046428,0.836024061,5,5,326,10,34706,3,0
0,1.920324239,0.402570809,1.457564955,1.807143031,0.810962403,0.278116099,15,7,150,28,20907,0,0
-1,1.630553091,1.774931428,0.634414656,1.184095383,0.122054348,0.505499762,15,17,384,29,41073,0,1
-1,1.897220824,2.053720192,1.056848866,1.437472704,0.13864732,0.90507524,20,7,213,24,40739,1,2
0,1.175191757,0.302123818,1.134240006,1.662769526,0.531282471,0.335117862,9,14,293,27,29940,0,0
0,1.817142255,1.042515504,1.202891671,1.82265847,0.797660571,0.114858102,3,12,788,29,48534,1,1
0,1.547501331,1.278416965,2.175879008,1.667114522,0.100821538,0.426954714,3,13,243,17,8058,0,0
0,0.658396596,1.044255255,1.418421884,2.089486586,0.466330008,0.415151873,11,4,224,23,47071,0,0
-1,1.672023069,1.210582591,1.582836552,1.306409909,0.154655806,0.877294998,4,14,566,22,16875,0,1
1,1.853579015,1.294507998,1.28586716,1.464102886,0.050055324,0.820423436,18,20,746,28,11930,2,1
-1,2.096707293,1.677764668,2.191183695,0.954220552,0.144620941,0.748519861,11,5,177,23,42508,0,1
2,1.763694264,1.062748082,1.213976017,1.372885773,0.009078878,0.208885907,20,2,753,25,23255,3,1
-2,2.003351962,2.583121626,0.621874643,1.34779155,0.539291085,0.51813621,8,10,696,23,31720,1,3
0,0.633836334,1.407359714,1.808084214,0.610342999,0.206685188,0.038183584,20,18,570,11,39464,1,1
-3,1.313293919,0.998276481,0.840921605,0.862185315,0.017170475,0.969583323,6,2,151,23,44548,0,3
0,1.428744801,1.385680877,0.961433881,0.911521206,0.110859176,0.197433409,10,4,397,19,17558,1,1
-2,1.335128818,1.384582624,1.1660982,1.21083059,0.160635852,0.327485687,18,7,906,22,40487,0,2
2,1.45547894,0.791779546,0.979245314,1.310352627,0.328105609,0.556565099,7,16,899,21,34875,2,0
1,1.211301876,1.179000425,0.804680952,1.483821513,0.76124781,0.376995463,17,14,498,25,15819,2,1
4,1.86808274,1.625052224,1.967323664,1.885917736,0.205904162,0.354062855,4,8,176,16,8351,4,0
-2,1.004397226,1.40873303,0.933991019,1.233628808,0.32505251,0.787998001,10,1,954,26,14364,0,2
4,1.562587306,0.966919667,1.646674236,0.940105804,0.765819787,0.482885445,13,2,198,20,34014,4,0
3,1.536576357,1.555295095,1.144744379,1.050489664,0.749347277,0.729415579,18,16,379,24,34592,3,0
0,1.571968617,1.136047727,1.346885101,1.009365075,0.848617179,0.751597441,5,9,105,25,13863,1,1
-1,1.026137841,1.376168207,1.568428768,1.006370916,0.394332135,0.952575406,1,14,936,26,19179,1,2
0,2.199614962,1.096307211,1.306504226,1.918144319,0.171645832,0.102028345,14,8,762,20,18244,1,1
1,1.386938137,0.600571414,0.816330565,1.932484443,0.217100323,0.920629343,11,1,770,19,26642,1,0
-2,0.780572918,1.182407824,1.56932353,1.563026066,0.104344606,0.234037761,17,12,862,14,25259,0,2
-1,1.900650509,1.283683825,1.350259493,2.45091618,0.554230685,0.458818049,16,19,908,11,47932,0,1
1,1.498334277,2.281451929,2.316243293,1.402044165,0.004437508,0.568939798,8,7,719,28,7137,2,1
1,1.451529221,2.3860464,1.902772679,0.353421132,0.024241244,0.749783817,15,11,146,20,30088,2,1
-1,1.452064275,1.48537695,1.711041963,1.740533138,0.713900349,0.863034108,20,2,526,15,44205,0,1
-1,1.697718482,0.557048425,0.521998954,0.952191153,0.770677144,0.933403739,12,8,213,21,41102,1,2
0,1.473378479,0.312262356,1.394123276,1.087652591,0.493829511,0.040070175,18,16,986,18,48292,1,1
0,1.113250209,0.091568999,2.106746743,2.724503451,0.953752526,0.797185703,3,13,732,20,34082,3,3
0,0.790407246,2.386239816,1.271005813,2.143008065,0.931814531,0.555740924,15,12,209,28,38673,2,2
0,1.651725966,1.232442471,1.085295641,0.834984987,0.180403048,0.944849706,9,18,136,26,32332,0,0
-1,0.740896647,1.410849005,2.458218707,1.395088745,0.890218698,0.550095216,13,3,302,16,10920,0,1
1,2.059853863,0.989477146,1.973400993,1.216723882,0.611771943,0.415221105,3,12,945,26,16533,1,0
0,1.023069519,0.614654575,1.651121692,1.342213558,0.397967426,0.654972061,6,15,68,22,42696,2,2
1,1.075192989,1.842487824,1.438973864,1.289182125,0.863884896,0.869531286,19,2,319,23,27824,2,1
-4,1.009050153,1.214439191,1.04982976,1.416470373,0.503455328,0.742727037,10,4,325,20,9764,0,4
0,0.818461166,1.201497095,1.747266486,1.227392004,0.288727119,0.407010262,20,1,952,12,3084,0,0
0,1.11370072,1.074393128,1.403724253,0.567437816,0.052266514,0.346666372,1,14,318,17,2510,1,1
0,1.358187274,1.739619523,1.308325964,1.999847981,0.676948341,0.806371972,19,17,528,19,14073,1,1
1,0.336197979,1.221515813,1.767927739,0.857534356,0.055100319,0.39826655,20,19,577,29,46262,1,0
4,0.277386255,1.142483969,1.137505461,1.428764488,0.476946109,0.031697701,13,10,194,11,29988,4,0
-2,1.142067536,1.861861036,2.034928331,1.058828974,0.334686904,0.773713363,12,10,805,21,42474,0,2
0,1.941698421,1.823337042,1.091656898,1.629791832,0.167244785,0.41291077,10,15,415,13,24898,3,3
1,0.849780072,0.813142098,1.00881129,1.618258568,0.908709503,0.779982569,6,1,924,22,8005,1,0
0,1.461830458,1.3784186,1.634246556,0.86871251,0.176743624,0.140224182,16,6,410,28,6386,0,0
1,2.215278408,0.837887863,1.314032459,1.723984623,0.233631296,0.107029054,14,7,358,21,25448,2,1
-1,0.838295708,2.22763282,1.132195312,1.4576443,0.094847721,0.624776614,8,4,285,29,37708,2,3
0,1.280821917,1.4891365,1.565908033,1.717577383,0.334926194,0.126692451,9,7,907,14,18905,0,0
0,1.128423759,0.140279582,0.560688023,1.832766124,0.111880017,0.627699458,6,16,149,13,44492,0,0
-3,1.945983791,0.981415549,0.792598579,1.304953057,0.984169948,0.037492437,10,4,516,20,42788,0,3
-1,1.731936383,1.498244389,1.892480978,1.709729998,0.471501245,0.895207057,3,16,620,19,2749,1,2
0,1.808830423,1.149522147,1.419587259,2.062460535,0.265124763,0.04350655,1,11,724,12,40406,0,0
4,2.748208531,1.070009083,0.990587412,-0.095144369,0.538978403,0.587335282,15,11,161,15,40285,5,1
0,2.314737611,0.905326595,1.814325257,0.908533162,0.258415411,0.317735291,7,2,496,13,24305,0,0
0,1.450477649,1.918033961,0.949477179,2.552055614,0.376373199,0.50603765,3,16,552,17,10193,1,1
-1,1.399004022,0.570160308,1.014021445,1.814554326,0.238252351,0.505288559,2,15,266,16,30546,0,1
-3,0.775587056,2.044402887,1.377683115,1.065497359,0.861062585,0.643920216,8,11,891,11,21205,0,3
-1,0.642917656,1.250768513,1.834451613,1.25133063,0.140467332,0.877559068,13,20,274,28,35135,0,1
-5,1.475179215,1.732839618,1.307083468,1.542702043,0.476565479,0.817695852,6,19,731,29,34165,0,5
-1,0.850302268,1.476034412,1.259103664,1.525634443,0.639600451,0.028166079,8,11,124,28,3576,0,1
0,1.812677715,1.107888689,1.943574806,0.898092264,0.660441038,0.798187321,15,15,772,22,23520,1,1
-1,1.104140356,1.381527413,1.748668528,1.437291926,0.96596436,0.259044772,18,11,396,26,2025,0,1
0,1.208528303,1.362250214,1.816770382,1.741765162,0.753150142,0.691603987,18,8,329,14,29740,0,0
-1,0.723659729,0.31678587,1.565587157,1.249021267,0.668963903,0.558126472,3,20,928,15,31844,1,2
2,2.555076762,0.890546214,1.408401915,1.432841858,0.877935588,0.304644228,14,5,889,28,18485,2,0
-1,1.879414775,1.639478083,1.485550891,1.538196415,0.184330645,0.882371155,10,4,582,25,31485,0,1
-1,1.145034879,1.175057539,0.936913298,1.928744313,0.983419174,0.458412596,10,15,570,18,15360,0,1
-1,1.575573516,1.269409191,0.958169656,1.526435283,0.16036895,0.456956126,20,3,421,21,30691,0,1
2,2.161545654,0.884528688,1.084834968,0.36754578,0.951594293,0.670763168,8,1,435,19,33405,2,0
0,1.036087463,0.574289753,0.81882556,1.273720858,0.782488969,0.4288075,5,5,58,20,5788,0,0
-2,2.453299341,0.733986476,1.188376167,1.681690075,0.469113136,0.44550574,19,19,596,17,31509,0,2
-1,0.983912553,0.509320789,-0.104063751,1.756128912,0.769810156,0.727808587,15,6,940,13,17309,1,2
-1,1.411319258,2.046249031,1.234467032,1.711572459,0.077082126,0.66207994,6,20,636,15,43971,1,2
3,0.674810802,1.439153755,1.232298325,2.006521534,0.760960051,0.139664002,4,14,575,25,40868,4,1
2,0.230744437,1.092114946,1.959971398,1.229105337,0.764666621,0.222414214,18,7,199,11,42160,2,0
-1,2.00504539,0.979545873,1.081379054,1.086298617,0.592024352,0.462450739,2,3,893,16,37313,1,2
-2,1.542851046,2.054917892,1.499950331,0.858659408,0.805781962,0.482403485,7,17,306,13,16737,2,4
-3,0.63306951,1.196657858,-0.050680681,2.092286717,0.912301234,0.476395796,4,18,226,17,5558,1,4
1,0.679699397,0.886651269,1.430968214,0.584286077,0.096970199,0.908385575,9,6,224,14,10126,1,0
0,2.0726807,1.353139591,1.375350155,1.866269584,0.972993283,0.686626275,17,3,850,28,13194,0,0
-1,1.424702446,1.630247331,1.335775349,1.258575393,0.258212562,0.708308583,6,11,568,17,35912,0,1
1,2.215721624,1.395347374,1.714493179,0.835268014,0.109462206,0.059683076,12,11,838,11,15767,2,1
0,1.818293384,1.531050491,1.920089185,1.560670392,0.422563651,0.688820456,6,5,869,15,23456,1,1
2,1.466718576,1.029231352,0.772627256,1.329357438,0.115216549,0.411311275,15,17,70,24,35913,2,0
1,1.51616499,1.133613052,1.293053624,1.113044785,0.077438539,0.104869994,6,9,895,16,8617,1,0
0,1.222463176,1.254501383,0.748710165,0.473802712,0.251402991,0.977215387,17,18,993,28,14171,1,1
-1,1.548893055,1.4697583,0.624778928,1.468777296,0.897257347,0.372256735,2,6,809,17,49929,0,1
-1,1.469507509,1.872059571,2.034889996,1.826223004,0.767133227,0.375142249,11,19,585,22,6282,1,2
0,1.918758336,1.394509886,1.096254871,1.88979818,0.570678856,0.932759699,20,7,982,21,21375,1,1
0,1.418290779,0.449825427,0.739632589,1.19044287,0.623569831,0.738927989,4,10,674,16,37969,0,0
2,1.911777746,0.361729717,1.349339424,1.344748758,0.563096419,0.736976662,13,15,664,21,33302,2,0
-1,1.960316145,1.747378174,1.462303553,0.997777787,0.187529496,0.267633523,3,15,247,23,1069,3,4
1,1.590381303,0.990262417,0.880386244,2.285922892,0.282371592,0.757511206,1,5,735,18,31826,1,0
-1,0.843515833,2.312388019,1.829114816,0.311337319,0.886921538,0.037192089,14,19,652,13,2229,2,3
2,1.419761647,1.920781284,1.411757261,0.421711533,0.023614074,0.721753403,14,11,435,28,11517,5,3
-1,0.546962677,0.835449274,1.030125474,1.360459802,0.593963113,0.048383996,9,6,180,20,1799,1,2
-2,0.896689189,0.620433874,1.884438847,2.16070103,0.115654691,0.530483264,13,4,679,22,32174,0,2
-1,1.865209167,1.222436858,1.400494591,0.927654657,0.397830909,0.428858092,1,13,730,16,33259,0,1
0,1.747446395,1.282100896,1.351952333,1.507560227,0.050696817,0.137525404,10,11,394,14,2245,1,1
1,1.498395561,0.993986126,0.799536925,1.003413266,0.265699005,0.354940772,16,11,564,18,2022,1,0
0,1.348783422,0.659958702,0.862545372,1.454567552,0.007988108,0.019340937,1,19,426,15,13452,0,0
-1,1.130299527,1.215116911,1.165740947,1.434536103,0.537674794,0.779616993,13,12,614,23,47589,0,1
1,1.243593959,1.101040196,0.784491256,1.261597041,0.421083335,0.742754809,18,1,787,14,5272,1,0
-1,1.982625759,1.320898822,1.09750853,1.305768742,0.359463597,0.6086304,10,7,775,23,19191,1,2
0,1.738339629,0.989135399,-0.260253853,1.372421548,0.193934936,0.29086005,10,16,350,24,24693,2,2
-5,0.814391753,2.640368417,1.145089761,0.970869094,0.523577584,0.718628334,12,8,380,10,44069,0,5
1,1.599426421,1.054183261,1.596764274,1.772209152,0.224708514,0.874269543,17,1,402,21,23138,1,0
3,1.569981415,1.144025069,1.395157857,1.235515455,0.86567701,0.4263384,19,13,495,11,20443,3,0
0,2.324336737,1.92417436,1.890207926,1.189678908,0.522500377,0.713291651,17,7,261,29,1333,0,0
1,0.621224125,1.85398687,1.126327101,1.724138881,0.940216859,0.784588924,19,5,301,24,7997,1,0
1,1.10843523,2.770748223,1.707496965,0.498102635,0.866449603,0.022253047,18,13,803,17,39037,1,0
1,1.986812918,2.199541665,0.919394626,1.089208053,0.905742949,0.313661029,19,20,74,16,29887,1,0
-2,0.944533888,1.883340408,0.886853133,1.54831675,0.663302357,0.553332575,4,5,208,19,45502,1,3
1,2.692810816,0.995505856,1.646224751,1.106953712,0.538226306,0.50139646,12,14,799,11,33698,1,0
-2,0.910527889,0.228487732,0.631717776,1.503634524,0.037551734,0.719254758,4,11,750,29,28960,0,2
3,1.514561073,1.269164463,0.90538247,1.592451059,0.667102295,0.173613091,18,11,241,28,34234,3,0
0,1.779773779,1.062195584,1.36717092,1.391833116,0.578067054,0.89197368,2,13,303,10,10988,1,1
3,1.940518571,1.034880243,1.696303171,1.770958609,0.842525595,0.48153718,1,18,333,11,24391,4,1
0,1.857604242,1.388379212,1.233875291,1.035883603,0.416832305,0.886977326,4,14,612,29,22386,2,2
0,1.268961232,1.127185282,1.085626409,1.56150528,0.204295509,0.232153552,12,10,974,22,48142,0,0
2,1.956603503,1.163163041,1.117854461,0.886079153,0.402977999,0.981949167,19,14,114,23,23730,2,0
-1,1.122673756,1.068366722,1.36519304,1.500740726,0.684396414,0.036865083,11,20,332,13,8115,0,1
-3,1.232511429,0.68768734,1.229095719,1.302741675,0.647963195,0.845571054,4,16,122,19,32555,0,3
0,1.728321231,1.150124146,0.504374167,1.356071847,0.65203244,0.959696919,4,16,811,22,40370,1,1
-2,2.254788479,1.907343074,1.286196855,1.690371406,0.80079417,0.448472294,2,13,351,29,25566,0,2
0,1.385914381,1.373712548,1.518063121,1.611775766,0.825775863,0.024284429,4,11,957,19,5465,0,0
-1,1.054829234,1.044713721,1.804770425,1.699577845,0.361553117,0.440192614,7,6,618,27,14821,0,1
3,2.104885954,0.850818726,1.262529187,0.551924509,0.914100547,0.386934757,8,12,154,27,23327,3,0
2,0.867599984,1.285218646,1.414280135,0.538249191,0.909780533,0.054150328,14,3,899,11,14675,2,0
2,2.419090745,1.494479755,1.208439711,1.317311203,0.766131484,0.566461728,5,5,956,16,12142,3,1
-1,1.007958656,1.352298915,1.276960941,1.388535409,0.746682731,0.827856777,13,2,999,27,19510,0,1
0,1.820474223,0.749865478,1.439247533,1.585909216,0.896436046,0.010045616,20,9,401,24,36803,1,1
0,1.963345613,0.663127319,0.396179738,1.135894867,0.388510879,0.824068277,11,16,545,22,25828,1,1
-2,1.892517027,1.688813782,1.1375473,0.399127933,0.25512604,0.055687354,6,6,420,25,31031,0,2
0,1.613501319,0.789185297,0.94640691,1.113808563,0.177726479,0.82557276,1,19,886,18,34474,1,1
0,1.524764776,0.497019132,0.733606609,0.860773878,0.681786525,0.088524016,9,5,453,22,12624,0,0
1,0.673409749,0.770787692,1.264975333,1.321476226,0.193506531,0.465774211,10,11,698,19,21140,1,0
0,1.109590181,0.728484584,2.236387013,1.191408121,0.838115258,0.50024688,7,6,908,15,10550,0,0
2,1.862322344,1.243191783,0.848355495,1.954680949,0.91879641,0.055444688,7,5,447,21,48498,3,1
0,1.831684583,1.415032469,1.0825197,1.82692817,0.78446487,0.053748006,10,19,779,10,43883,0,0
-1,0.981059347,1.702346798,1.505216675,1.071071891,0.077014596,0.35038024,10,13,97,14,21053,1,2
0,1.67348951,1.101968626,1.615814271,1.522902049,0.74468801,0.012384642,11,8,970,19,24107,0,0
-1,1.626015494,0.74692717,1.803832242,2.12863306,0.262139869,0.473937419,10,9,778,16,30675,0,1
4,2.375459421,0.554556076,0.861434077,1.187670546,0.600634236,0.786328526,11,5,421,10,9553,4,0
1,1.29079942,0.781019142,0.815898927,1.65489175,0.658313081,0.415700018,13,16,260,22,12225,1,0
0,1.240071366,0.558320937,1.548818052,1.718017547,0.383396044,0.710909369,19,17,295,15,24485,2,2
1,1.038278516,0.978726973,1.704551044,1.2719885,0.930195049,0.328812889,15,5,189,25,2583,1,0
0,1.000360765,1.641025967,1.259272653,1.410973996,0.956436112,0.736320926,16,14,354,17,48947,0,0
-2,1.687474181,2.077138743,1.379398994,-0.182650088,0.47371458,0.466670625,13,13,823,11,35866,0,2
1,1.14782943,0.727325992,1.554899801,1.776295663,0.358692853,0.32000945,2,19,598,20,8563,1,0
-1,2.037351929,1.405944117,1.594148839,1.48119252,0.615051971,0.710448737,18,6,605,22,9015,1,2
2,1.186350469,0.641019577,1.565446566,0.800938188,0.318579646,0.609547402,19,17,681,23,30445,2,0
2,2.266997838,1.287782804,1.257525964,0.629047034,0.33677305,0.096707649,15,2,445,11,3557,3,1
1,1.708862729,0.899040999,2.07136112,0.758933555,0.575942179,0.851002854,13,11,98,13,47465,1,0
0,1.629191813,1.078051767,1.100308996,0.237462597,0.479929089,0.195492711,16,10,496,12,10968,1,1
-2,0.924785719,1.930416158,0.963884326,1.380472925,0.863452907,0.129775849,4,20,219,24,14866,0,2
1,1.664557093,1.501590028,1.639866084,2.374602694,0.852991442,0.768868145,3,10,99,14,2507,1,0
1,1.522760988,1.402922145,1.463856752,0.570375055,0.544127995,0.124427497,3,13,394,25,44959,1,0
0,1.816041302,1.885226126,1.295705165,1.27249569,0.402954771,0.657729301,4,9,442,22,2268,1,1
2,1.244576351,0.762515249,1.116917684,0.970783304,0.12431862,0.263049822,8,7,804,21,23939,2,0
-1,0.773185062,1.080211796,0.846388145,1.086787804,0.147990911,0.396331093,20,4,274,20,4747,0,1
0,1.637610799,1.393339561,1.068834849,1.44525924,0.71349178,0.137123139,1,8,757,21,17755,1,1
-5,1.569893623,1.790673272,1.198839501,2.59702446,0.761965055,0.175185726,20,11,627,21,36333,0,5
-2,1.62194618,1.715174796,1.629977929,1.840609412,0.291094749,0.028664967,11,2,991,11,38496,0,2
2,2.002825081,1.416476924,0.923006312,0.096265766,0.224124322,0.303455333,8,2,796,19,6894,3,1
2,1.030179684,1.5399681,1.700982045,1.673381105,0.021727796,0.492304476,1,12,925,21,35984,3,1
-1,0.309124931,1.2949422,1.245172775,1.258656978,0.797697167,0.904677058,17,9,308,23,49446,0,1
-1,1.737513501,1.458392449,1.309390847,0.504615958,0.697270901,0.29894413,12,5,57,29,35653,0,1
-2,1.70295626,1.874446405,1.152848368,0.588835172,0.902072514,0.429314912,7,2,142,15,19229,2,4
