Publico Presente,Time da Casa,Time Visitante,Dia da Semana,Posicao do Time da Casa no Campeonato,Posicao do Time Visitante no Campeonato,Popularidade do Time da Casa,Popularidade do Time Visitante,Importancia do Jogo,Cor do Uniforme da Casa,Cor do Uniforme Visitante,Distancia entre Cidades (km),Previsao do Tempo,Dia Nacional
16573,Team B,Team A,Wednesday,17,13,5.7,6.6,High,Vermelho,Vermelho,964,Neve,Sim
12116,Team C,Team A,Tuesday,9,5,3.2,5.1,Medium,Verde,Azul,792,Ensolarado,Sim
17700,Team D,Team B,Wednesday,17,12,5.6,6.3,High,Amarelo,Azul,116,Nublado,Nao
23335,Team B,Team D,Sunday,4,1,6.3,7.2,Low,Azul,Branco,451,Neve,Sim
41232,Team C,Team D,Tuesday,15,6,4,1.5,Low,Verde,Azul,254,Chuvoso,Sim
39814,Team D,Team D,Wednesday,1,1,5.6,1.8,Medium,Azul,Verde,586,Chuvoso,Sim
33067,Team B,Team D,Thursday,16,13,5.2,5.8,High,Branco,Azul,350,Chuvoso,Nao
7631,Team A,Team D,Friday,12,20,6,9.8,High,Vermelho,Verde,798,Chuvoso,Nao
56594,Team A,Team C,Thursday,14,5,4.2,1.7,Low,Amarelo,Verde,61,Neve,Sim
21220,Team C,Team B,Thursday,5,15,3.2,1.7,Medium,Verde,Branco,205,Chuvoso,Nao
24126,Team A,Team B,Thursday,10,13,9.9,2.2,Medium,Amarelo,Azul,757,Neve,Sim
24171,Team C,Team A,Thursday,8,16,2.5,9.8,Medium,Branco,Verde,423,Ensolarado,Nao
22940,Team B,Team A,Wednesday,14,12,1.1,1.7,Low,Amarelo,Amarelo,660,Neve,Nao
63910,Team A,Team D,Thursday,19,14,3,3.3,Medium,Amarelo,Azul,489,Ensolarado,Sim
5361,Team C,Team D,Friday,2,7,6.8,1.2,Medium,Azul,Branco,70,Ensolarado,Nao
48458,Team D,Team B,Sunday,15,8,7.1,4.3,Low,Vermelho,Branco,301,Ensolarado,Nao
27117,Team B,Team B,Saturday,18,5,9,3.9,Medium,Verde,Verde,861,Nublado,Nao
12505,Team A,Team D,Tuesday,13,17,7.7,5.3,Medium,Verde,Amarelo,565,Nublado,Sim
49941,Team A,Team C,Wednesday,6,3,9.3,2.7,Low,Branco,Branco,251,Nublado,Nao
32400,Team C,Team C,Sunday,7,9,9,9.7,Low,Verde,Branco,186,Nublado,Sim
49587,Team D,Team A,Sunday,10,11,5.2,2.1,Low,Amarelo,Vermelho,755,Nublado,Nao
20550,Team A,Team D,Sunday,12,16,8.4,9.3,Low,Azul,Verde,165,Nublado,Nao
25457,Team C,Team C,Saturday,6,13,2.2,4.2,High,Verde,Azul,664,Nublado,Sim
38993,Team A,Team B,Sunday,9,4,8.4,4.1,Low,Amarelo,Amarelo,226,Ensolarado,Nao
39440,Team B,Team C,Monday,9,5,9.5,5,Low,Vermelho,Branco,536,Chuvoso,Sim
50019,Team A,Team A,Wednesday,13,19,7.1,2.6,Low,Verde,Vermelho,672,Nublado,Nao
20937,Team C,Team C,Tuesday,5,9,5.6,6.7,Medium,Vermelho,Branco,145,Ensolarado,Sim
21966,Team C,Team C,Monday,19,17,3.3,1.9,Medium,Verde,Amarelo,620,Nublado,Sim
16435,Team C,Team B,Friday,1,4,2.5,5.1,High,Vermelho,Branco,940,Neve,Nao
23752,Team D,Team C,Wednesday,9,18,2.9,2.6,High,Branco,Azul,926,Chuvoso,Sim
31445,Team D,Team C,Sunday,8,2,1.7,6.2,Low,Vermelho,Vermelho,212,Ensolarado,Sim
15012,Team B,Team B,Sunday,7,10,10,6.9,Low,Amarelo,Vermelho,244,Nublado,Nao
9238,Team A,Team C,Tuesday,4,14,1.2,3,High,Vermelho,Amarelo,564,Nublado,Sim
19829,Team D,Team A,Wednesday,13,13,7.9,8.9,Medium,Verde,Vermelho,598,Chuvoso,Sim
-4555,Team A,Team D,Friday,12,8,3.9,1.7,Medium,Amarelo,Amarelo,574,Chuvoso,Nao
13899,Team A,Team D,Sunday,7,14,3.2,6.5,Medium,Branco,Branco,351,Chuvoso,Nao
7220,Team C,Team C,Friday,11,19,2.6,7.7,Medium,Verde,Azul,783,Ensolarado,Sim
45122,Team C,Team A,Sunday,7,17,7,4.6,High,Vermelho,Amarelo,121,Neve,Nao
4635,Team A,Team B,Friday,1,3,9.7,6.7,High,Vermelho,Azul,233,Chuvoso,Sim
45484,Team C,Team A,Friday,5,2,7.3,9.1,Low,Vermelho,Vermelho,551,Chuvoso,Nao
17472,Team A,Team A,Thursday,3,17,7.1,1.8,Medium,Branco,Azul,962,Chuvoso,Nao
-4518,Team A,Team A,Wednesday,13,12,2,4.8,High,Amarelo,Branco,286,Ensolarado,Nao
25979,Team C,Team C,Sunday,8,7,9.7,5.3,Medium,Vermelho,Vermelho,948,Chuvoso,Sim
-1751,Team D,Team B,Sunday,15,13,1.6,7,High,Branco,Branco,931,Chuvoso,Sim
-5718,Team A,Team D,Friday,2,13,4.3,6.9,Medium,Amarelo,Branco,150,Neve,Sim
37652,Team D,Team C,Friday,14,1,3.8,1.4,High,Branco,Verde,438,Ensolarado,Sim
9303,Team D,Team C,Monday,16,5,8.9,1.9,Medium,Azul,Verde,768,Ensolarado,Nao
24005,Team C,Team C,Wednesday,15,5,1.2,8.4,Medium,Vermelho,Vermelho,295,Neve,Sim
31559,Team D,Team A,Tuesday,16,12,7.6,2.4,Medium,Branco,Verde,597,Chuvoso,Sim
30223,Team D,Team B,Sunday,9,2,6.2,7.5,Low,Amarelo,Branco,715,Neve,Sim
15275,Team D,Team C,Friday,9,3,3.3,9.3,Low,Amarelo,Branco,331,Chuvoso,Sim
17231,Team D,Team B,Tuesday,17,4,6.2,3,Low,Amarelo,Vermelho,863,Chuvoso,Sim
15889,Team A,Team B,Sunday,3,3,6.7,4.4,Medium,Branco,Vermelho,585,Chuvoso,Sim
29284,Team C,Team A,Monday,6,6,6.9,7,Low,Verde,Vermelho,80,Ensolarado,Sim
31667,Team C,Team D,Friday,4,18,10,4.3,High,Vermelho,Vermelho,271,Ensolarado,Sim
24907,Team C,Team C,Wednesday,3,2,5.2,9.1,High,Amarelo,Branco,910,Nublado,Sim
45782,Team A,Team B,Wednesday,15,4,8.2,3.1,Medium,Azul,Verde,668,Ensolarado,Sim
-931,Team A,Team C,Friday,12,7,8.6,8.5,High,Azul,Azul,354,Ensolarado,Sim
42271,Team B,Team C,Friday,12,19,9.2,3.9,Medium,Amarelo,Verde,853,Chuvoso,Nao
41451,Team A,Team C,Wednesday,1,7,2.9,2.7,Medium,Verde,Branco,213,Nublado,Nao
35449,Team A,Team B,Friday,14,2,4.6,2.7,Low,Azul,Verde,946,Nublado,Sim
22903,Team D,Team D,Friday,20,16,6.8,3.9,High,Branco,Vermelho,821,Ensolarado,Sim
8769,Team A,Team A,Friday,7,9,3.9,6.5,High,Branco,Azul,54,Neve,Sim
33892,Team B,Team B,Thursday,19,2,4.1,8.5,Medium,Vermelho,Amarelo,783,Nublado,Nao
51475,Team B,Team A,Saturday,8,8,9.7,4.5,Low,Azul,Vermelho,255,Ensolarado,Sim
45281,Team D,Team D,Wednesday,19,15,8.3,2.6,Low,Azul,Azul,268,Ensolarado,Sim
14174,Team A,Team A,Saturday,8,7,6.4,10,High,Verde,Amarelo,376,Neve,Nao
10663,Team A,Team B,Sunday,4,12,7.2,7.2,Medium,Vermelho,Verde,788,Chuvoso,Sim
-2833,Team C,Team D,Monday,13,11,9.2,8.2,Medium,Verde,Verde,439,Chuvoso,Sim
36856,Team A,Team D,Tuesday,16,20,8.4,8.8,Low,Verde,Vermelho,732,Nublado,Nao
33206,Team D,Team B,Tuesday,8,8,9.5,6.9,High,Azul,Azul,233,Neve,Sim
27524,Team C,Team C,Thursday,15,10,7.2,8.8,High,Azul,Azul,251,Nublado,Sim
48688,Team A,Team A,Saturday,14,18,9,1.4,High,Azul,Azul,599,Chuvoso,Nao
40592,Team C,Team B,Friday,10,8,2.2,8.4,Medium,Vermelho,Amarelo,121,Ensolarado,Nao
21441,Team B,Team A,Wednesday,18,3,6.4,7.6,Low,Azul,Amarelo,279,Nublado,Nao
33883,Team D,Team A,Wednesday,3,4,8.1,7.7,Medium,Vermelho,Azul,491,Chuvoso,Nao
39588,Team B,Team B,Monday,7,6,3.6,8.1,Medium,Branco,Vermelho,418,Chuvoso,Sim
20369,Team A,Team A,Thursday,8,8,6.1,3,Low,Branco,Vermelho,217,Nublado,Nao
32551,Team B,Team D,Friday,10,7,2.4,3.9,Medium,Verde,Verde,594,Nublado,Sim
-11787,Team B,Team D,Tuesday,6,16,7.3,2,Low,Azul,Branco,367,Ensolarado,Nao
61472,Team C,Team B,Friday,4,7,6.3,6.5,Medium,Branco,Branco,829,Chuvoso,Nao
22508,Team D,Team B,Tuesday,13,15,4,6.3,Medium,Azul,Vermelho,349,Chuvoso,Sim
49189,Team D,Team D,Sunday,7,1,4.5,4.2,Low,Verde,Verde,70,Chuvoso,Sim
6272,Team B,Team B,Thursday,12,18,3.9,2.9,High,Branco,Amarelo,597,Chuvoso,Nao
50544,Team A,Team C,Thursday,5,12,3.3,5,Medium,Azul,Verde,704,Chuvoso,Sim
32794,Team A,Team D,Thursday,2,17,3.7,8.7,Low,Branco,Verde,968,Neve,Sim
43357,Team B,Team C,Monday,12,8,5.5,3.3,Low,Verde,Vermelho,452,Ensolarado,Sim
32802,Team A,Team C,Monday,13,9,5.7,3.3,Low,Verde,Vermelho,600,Nublado,Nao
18196,Team B,Team A,Friday,9,15,2.5,5.2,High,Vermelho,Verde,661,Ensolarado,Nao
9274,Team D,Team C,Monday,13,12,4.5,8.9,High,Branco,Verde,121,Chuvoso,Nao
37360,Team A,Team A,Monday,12,3,8.2,9.6,Low,Amarelo,Verde,617,Neve,Sim
2978,Team C,Team B,Wednesday,11,8,1.9,9.6,Low,Amarelo,Vermelho,764,Chuvoso,Nao
21584,Team B,Team A,Friday,2,17,2.1,6.6,High,Vermelho,Vermelho,600,Nublado,Sim
4436,Team A,Team B,Saturday,11,17,6.3,8.8,Low,Amarelo,Azul,619,Ensolarado,Sim
5356,Team C,Team B,Saturday,19,5,8,2,Medium,Azul,Verde,953,Ensolarado,Sim
41068,Team D,Team B,Saturday,4,14,3.3,3.4,Low,Branco,Branco,786,Ensolarado,Sim
5122,Team B,Team B,Sunday,3,10,1.4,6.8,Low,Vermelho,Vermelho,566,Nublado,Sim
18771,Team A,Team B,Wednesday,7,9,8,3.2,Medium,Amarelo,Vermelho,941,Chuvoso,Nao
11061,Team D,Team B,Tuesday,9,16,1.6,1.8,High,Amarelo,Amarelo,292,Neve,Sim
28883,Team B,Team C,Sunday,4,14,9.7,4.9,Low,Verde,Vermelho,190,Neve,Sim
4494,Team C,Team A,Wednesday,5,16,9.6,9.6,Medium,Vermelho,Branco,187,Ensolarado,Nao
3706,Team B,Team D,Monday,11,12,1.5,1.8,Medium,Branco,Azul,807,Ensolarado,Sim
51101,Team D,Team C,Sunday,16,14,3.5,1.3,Medium,Verde,Branco,88,Neve,Nao
13991,Team C,Team C,Thursday,18,16,6.9,7.6,High,Amarelo,Amarelo,815,Chuvoso,Nao
26715,Team C,Team A,Monday,6,13,7.2,8.5,Low,Branco,Vermelho,187,Neve,Sim
20683,Team D,Team C,Friday,5,10,6.1,6.6,Medium,Azul,Vermelho,475,Ensolarado,Nao
36745,Team A,Team C,Saturday,20,18,1.4,4.3,Medium,Azul,Azul,689,Neve,Sim
10993,Team C,Team B,Monday,15,16,5.3,7.1,Medium,Azul,Azul,522,Chuvoso,Sim
50303,Team C,Team D,Thursday,19,3,5.4,3,High,Verde,Branco,431,Chuvoso,Nao
45795,Team A,Team B,Thursday,7,18,8.2,6,Medium,Vermelho,Verde,126,Nublado,Sim
13761,Team C,Team C,Friday,20,6,4.8,9.6,Medium,Vermelho,Azul,152,Ensolarado,Nao
35916,Team A,Team A,Monday,4,16,6.9,9.4,Medium,Branco,Amarelo,857,Chuvoso,Nao
62005,Team D,Team B,Saturday,6,3,1.7,7.8,Medium,Amarelo,Amarelo,704,Ensolarado,Sim
3828,Team D,Team D,Monday,11,16,7,1.4,Medium,Branco,Azul,93,Nublado,Sim
24191,Team A,Team D,Wednesday,7,7,3.6,6.8,High,Azul,Azul,897,Nublado,Sim
17031,Team C,Team C,Tuesday,5,12,1.8,8.4,Low,Branco,Branco,250,Ensolarado,Nao
35977,Team B,Team C,Tuesday,11,7,6.5,7.5,High,Amarelo,Verde,325,Chuvoso,Nao
12970,Team C,Team D,Tuesday,4,5,1.2,8.2,Medium,Vermelho,Vermelho,768,Neve,Sim
1740,Team B,Team C,Saturday,17,19,1.3,6.1,Low,Vermelho,Amarelo,826,Chuvoso,Sim
8746,Team C,Team B,Monday,16,19,4.5,8.2,Medium,Verde,Verde,877,Chuvoso,Sim
55274,Team D,Team C,Wednesday,20,8,8.4,7.6,High,Azul,Vermelho,581,Nublado,Sim
38014,Team A,Team C,Sunday,2,20,3.3,3.7,Low,Amarelo,Verde,470,Neve,Sim
28357,Team C,Team C,Wednesday,5,19,3.9,2,High,Vermelho,Amarelo,594,Ensolarado,Sim
20362,Team A,Team A,Tuesday,11,11,4.4,9.8,Low,Verde,Amarelo,444,Nublado,Sim
15515,Team B,Team B,Monday,1,9,5.3,1.2,High,Azul,Verde,453,Chuvoso,Sim
6303,Team C,Team C,Sunday,20,9,7,7.7,High,Branco,Branco,288,Neve,Sim
56084,Team B,Team A,Tuesday,17,7,8.7,6,Low,Branco,Amarelo,426,Chuvoso,Sim
-9548,Team C,Team C,Saturday,19,12,9.4,3.6,High,Vermelho,Verde,363,Neve,Nao
7618,Team A,Team D,Thursday,20,20,6.5,3.1,Medium,Vermelho,Branco,780,Neve,Nao
19563,Team A,Team C,Sunday,19,1,3.4,8.7,Low,Amarelo,Amarelo,419,Chuvoso,Sim
23493,Team C,Team D,Wednesday,20,10,6.9,3.1,High,Verde,Branco,828,Neve,Nao
39069,Team B,Team A,Friday,12,9,6.6,5.8,Low,Azul,Azul,441,Neve,Nao
31539,Team C,Team C,Wednesday,3,12,2.7,7.2,High,Amarelo,Azul,960,Ensolarado,Sim
11134,Team C,Team C,Saturday,14,3,1,9.2,High,Branco,Verde,54,Nublado,Nao
34120,Team C,Team A,Wednesday,14,19,5,9.5,High,Branco,Vermelho,718,Ensolarado,Sim
37553,Team B,Team D,Tuesday,3,2,2.4,3,High,Vermelho,Branco,327,Chuvoso,Nao
54365,Team D,Team C,Monday,13,18,3.5,2.3,Low,Branco,Vermelho,647,Ensolarado,Nao
19884,Team C,Team B,Tuesday,17,17,7.7,1.7,High,Branco,Branco,261,Neve,Sim
26255,Team D,Team A,Sunday,2,3,3.3,9.2,Medium,Branco,Amarelo,773,Neve,Nao
27924,Team A,Team C,Tuesday,17,20,4.4,8,High,Verde,Branco,170,Ensolarado,Sim
26438,Team C,Team B,Saturday,16,6,4.4,6.1,Low,Branco,Branco,711,Neve,Nao
65194,Team C,Team C,Monday,5,16,1.6,5.5,Medium,Vermelho,Azul,524,Chuvoso,Nao
44710,Team A,Team A,Saturday,4,9,8.6,2.3,Medium,Vermelho,Branco,313,Ensolarado,Nao
46292,Team D,Team C,Sunday,19,15,8.5,4,Medium,Amarelo,Vermelho,234,Neve,Sim
39453,Team C,Team D,Saturday,16,8,7.3,8.2,Low,Amarelo,Vermelho,693,Neve,Sim
41457,Team B,Team D,Tuesday,2,18,2.5,5.7,Low,Verde,Amarelo,351,Ensolarado,Sim
55476,Team D,Team B,Friday,3,19,2.7,2.8,Medium,Branco,Branco,133,Neve,Nao
23631,Team D,Team D,Wednesday,3,2,2.9,5.8,Medium,Azul,Azul,82,Chuvoso,Nao
8878,Team C,Team C,Friday,4,8,3.7,3.7,High,Verde,Branco,296,Nublado,Nao
48976,Team B,Team C,Sunday,6,6,9.5,2.7,Low,Verde,Vermelho,953,Chuvoso,Nao
16244,Team D,Team D,Monday,14,20,7.3,7.4,High,Vermelho,Verde,667,Chuvoso,Nao
9675,Team C,Team C,Monday,13,16,8.6,3.7,Low,Branco,Vermelho,985,Chuvoso,Sim
47315,Team D,Team B,Thursday,11,10,1.5,7.8,High,Branco,Vermelho,870,Nublado,Sim
1178,Team C,Team B,Tuesday,12,14,3.6,10,Medium,Branco,Amarelo,925,Neve,Sim
9051,Team C,Team C,Tuesday,2,5,2.6,4.5,High,Azul,Azul,850,Neve,Sim
29521,Team B,Team C,Thursday,20,6,9.3,6,Medium,Azul,Vermelho,853,Ensolarado,Sim
19441,Team A,Team A,Saturday,11,12,5.2,3.9,High,Vermelho,Vermelho,942,Nublado,Nao
-1527,Team D,Team A,Thursday,18,8,5.1,7.6,High,Verde,Branco,561,Chuvoso,Sim
49997,Team D,Team B,Saturday,8,14,1.2,8.7,High,Vermelho,Amarelo,265,Ensolarado,Nao
11509,Team D,Team A,Tuesday,4,5,9,3.6,High,Verde,Amarelo,948,Ensolarado,Sim
13415,Team D,Team C,Saturday,19,15,5,4.4,Low,Amarelo,Azul,655,Nublado,Nao
18773,Team D,Team D,Saturday,12,15,4.1,6.9,Medium,Vermelho,Branco,497,Nublado,Sim
416,Team D,Team A,Saturday,13,3,9.1,7.5,High,Vermelho,Vermelho,871,Nublado,Sim
23206,Team C,Team B,Saturday,14,13,9.3,9.2,Medium,Branco,Branco,710,Neve,Nao
37759,Team C,Team B,Tuesday,14,17,9.8,1.7,High,Amarelo,Amarelo,550,Ensolarado,Nao
4623,Team C,Team D,Sunday,2,8,3.5,1.1,Medium,Amarelo,Amarelo,640,Ensolarado,Sim
-3278,Team A,Team C,Tuesday,9,2,3.4,5.9,Medium,Branco,Azul,666,Nublado,Sim
39887,Team D,Team B,Sunday,1,14,6.2,4.7,High,Verde,Vermelho,856,Nublado,Nao
31393,Team C,Team A,Wednesday,11,13,8.6,3.6,High,Azul,Vermelho,76,Nublado,Nao
56096,Team B,Team B,Monday,18,3,3.1,8.2,Medium,Verde,Verde,288,Ensolarado,Nao
45854,Team D,Team C,Sunday,8,8,6.5,8.2,Low,Vermelho,Vermelho,318,Chuvoso,Nao
34110,Team D,Team A,Wednesday,13,10,8,9.5,Medium,Vermelho,Branco,155,Neve,Nao
1124,Team A,Team B,Friday,16,13,5.4,5.5,High,Azul,Amarelo,415,Nublado,Nao
-6429,Team B,Team A,Wednesday,3,6,4.1,2.4,High,Azul,Branco,292,Ensolarado,Sim
22636,Team B,Team A,Friday,13,14,4.5,5.6,Medium,Azul,Vermelho,271,Nublado,Sim
40839,Team A,Team A,Wednesday,12,12,1.4,4.4,Medium,Vermelho,Amarelo,155,Ensolarado,Nao
1786,Team A,Team D,Tuesday,8,16,7.6,2.8,Medium,Verde,Azul,219,Ensolarado,Nao
54947,Team C,Team D,Wednesday,20,9,3.2,7.4,Low,Verde,Amarelo,787,Nublado,Sim
5977,Team A,Team C,Wednesday,15,17,9,1.3,High,Verde,Vermelho,694,Nublado,Sim
22636,Team D,Team D,Friday,15,12,6.3,5.1,High,Amarelo,Verde,741,Ensolarado,Sim
1605,Team B,Team B,Wednesday,7,3,4.7,5.5,High,Azul,Vermelho,385,Ensolarado,Nao
23400,Team C,Team C,Friday,2,7,8.9,8.3,High,Amarelo,Verde,463,Neve,Sim
55381,Team A,Team C,Friday,5,14,9.6,7.7,High,Branco,Azul,850,Neve,Sim
25115,Team B,Team B,Thursday,17,19,8.8,7.7,Medium,Branco,Azul,256,Neve,Sim
33036,Team A,Team D,Monday,3,11,7.4,9.1,High,Amarelo,Branco,478,Ensolarado,Nao
29395,Team C,Team B,Wednesday,3,20,8.9,6,Low,Branco,Azul,319,Neve,Sim
686,Team D,Team A,Tuesday,9,14,4.3,2.5,Low,Azul,Vermelho,871,Chuvoso,Nao
-4410,Team B,Team B,Thursday,9,19,6,6.2,Medium,Azul,Azul,152,Nublado,Sim
39329,Team A,Team D,Friday,20,12,3.1,4.9,High,Verde,Vermelho,596,Neve,Sim
24361,Team C,Team D,Monday,8,13,6,2.9,Medium,Vermelho,Amarelo,362,Ensolarado,Nao
36081,Team D,Team B,Wednesday,14,5,3.2,6.6,Low,Vermelho,Vermelho,608,Neve,Nao
31046,Team A,Team B,Friday,9,5,9.1,6.8,High,Azul,Amarelo,766,Ensolarado,Nao
8448,Team D,Team B,Thursday,15,8,5.2,6,Medium,Branco,Vermelho,460,Neve,Sim
22020,Team D,Team C,Thursday,10,17,4.7,1.3,Low,Vermelho,Amarelo,698,Ensolarado,Sim
17818,Team C,Team D,Tuesday,14,14,9.2,2.7,High,Branco,Vermelho,160,Ensolarado,Nao
15686,Team B,Team B,Wednesday,15,17,3.5,5.5,Low,Amarelo,Azul,709,Neve,Nao
30825,Team B,Team D,Monday,16,18,5,5,High,Verde,Branco,457,Ensolarado,Sim
22079,Team A,Team A,Tuesday,19,10,8.6,1.4,High,Verde,Azul,68,Chuvoso,Sim
9738,Team B,Team B,Wednesday,17,20,3.6,8.5,Medium,Vermelho,Vermelho,331,Ensolarado,Nao
29453,Team A,Team D,Tuesday,4,18,9.6,5.9,Low,Azul,Azul,605,Nublado,Nao
14086,Team A,Team D,Wednesday,3,16,7.1,1.1,High,Branco,Azul,315,Neve,Sim
24802,Team B,Team D,Thursday,7,7,3.6,8,Medium,Verde,Amarelo,608,Nublado,Sim
12006,Team A,Team B,Friday,2,3,9.3,9.4,High,Vermelho,Vermelho,724,Ensolarado,Nao
-5191,Team D,Team A,Monday,17,14,5.1,6.7,Low,Verde,Azul,126,Chuvoso,Nao
28528,Team A,Team D,Tuesday,20,15,3.3,2.2,High,Vermelho,Vermelho,732,Ensolarado,Nao
17485,Team B,Team D,Sunday,12,7,2.8,6.9,Medium,Vermelho,Verde,468,Ensolarado,Nao
13628,Team D,Team C,Thursday,9,3,4.6,8.6,Low,Amarelo,Amarelo,648,Nublado,Nao
14683,Team C,Team D,Sunday,1,15,4.5,3.1,Medium,Branco,Verde,445,Neve,Sim
20762,Team A,Team C,Tuesday,9,11,6.7,5,Medium,Azul,Vermelho,163,Neve,Sim
14677,Team A,Team D,Sunday,5,17,9.1,8.6,High,Verde,Vermelho,309,Ensolarado,Nao
32859,Team A,Team B,Tuesday,7,4,3.8,1.7,Low,Azul,Branco,278,Neve,Nao
61620,Team B,Team A,Saturday,5,3,4.4,6.4,Medium,Amarelo,Azul,797,Ensolarado,Sim
12254,Team D,Team B,Tuesday,11,14,2.8,7.9,High,Branco,Vermelho,182,Nublado,Sim
47787,Team C,Team B,Sunday,4,10,5.8,3.5,Low,Amarelo,Verde,818,Neve,Sim
17385,Team B,Team C,Sunday,2,2,3.4,4.5,High,Amarelo,Amarelo,729,Chuvoso,Nao
44097,Team B,Team B,Thursday,16,20,8.7,4.7,Low,Branco,Azul,121,Ensolarado,Sim
52923,Team B,Team A,Saturday,5,9,8.7,6.5,High,Branco,Vermelho,159,Neve,Sim
40858,Team C,Team A,Sunday,1,20,2.7,8.5,High,Verde,Branco,930,Nublado,Sim
7846,Team B,Team D,Wednesday,13,3,5.1,4,Medium,Azul,Branco,666,Neve,Sim
40909,Team B,Team C,Saturday,14,4,6.4,8.4,Medium,Azul,Amarelo,551,Chuvoso,Sim
49091,Team B,Team C,Monday,12,3,7.2,6.1,High,Vermelho,Amarelo,992,Neve,Sim
10025,Team C,Team B,Tuesday,2,11,7.7,3.1,High,Azul,Branco,571,Chuvoso,Sim
35836,Team C,Team D,Tuesday,1,19,2.2,5.9,High,Verde,Amarelo,887,Chuvoso,Sim
61420,Team C,Team A,Saturday,16,14,9.9,6.7,High,Branco,Vermelho,518,Chuvoso,Nao
42282,Team C,Team A,Saturday,6,8,9.8,9.5,Low,Vermelho,Verde,792,Ensolarado,Nao
19727,Team B,Team A,Friday,12,7,9.8,3.2,High,Branco,Azul,121,Nublado,Sim
9401,Team C,Team B,Saturday,1,17,2.9,6.3,High,Verde,Amarelo,98,Nublado,Sim
52394,Team D,Team C,Friday,5,2,3.3,5.7,Low,Branco,Branco,736,Nublado,Nao
33647,Team D,Team A,Friday,17,18,1.5,2.9,Low,Vermelho,Verde,303,Nublado,Nao
6418,Team A,Team B,Monday,3,2,8,7.6,High,Verde,Amarelo,750,Neve,Sim
44416,Team B,Team B,Friday,9,2,7.2,8.8,High,Vermelho,Vermelho,371,Neve,Nao
17317,Team A,Team B,Monday,5,6,5.5,3.2,Medium,Amarelo,Amarelo,380,Nublado,Nao
33135,Team C,Team B,Sunday,18,17,6.3,8.8,Medium,Verde,Azul,967,Neve,Nao
19699,Team A,Team C,Monday,4,4,8.9,9.3,High,Vermelho,Amarelo,792,Neve,Nao
41625,Team B,Team D,Friday,8,20,7.1,1.5,Medium,Azul,Vermelho,693,Neve,Nao
11920,Team B,Team A,Wednesday,1,16,6.8,2.8,High,Verde,Azul,748,Neve,Nao
1526,Team D,Team A,Saturday,3,19,7.6,9.2,Medium,Branco,Azul,396,Neve,Sim
32532,Team B,Team D,Wednesday,15,20,5.9,4.3,Medium,Verde,Amarelo,415,Ensolarado,Sim
44247,Team A,Team D,Sunday,13,12,7.8,1.9,High,Verde,Verde,267,Nublado,Nao
24085,Team B,Team A,Wednesday,4,14,6.9,8.8,High,Vermelho,Amarelo,948,Ensolarado,Sim
-884,Team B,Team D,Wednesday,15,11,4.7,8.7,Medium,Amarelo,Branco,855,Neve,Nao
13841,Team A,Team C,Wednesday,14,7,1.9,6.7,Medium,Azul,Vermelho,85,Chuvoso,Sim
20950,Team C,Team B,Tuesday,18,12,2.5,4.8,Low,Branco,Amarelo,433,Chuvoso,Sim
43905,Team B,Team A,Wednesday,10,6,5.8,5.5,Low,Vermelho,Azul,360,Ensolarado,Sim
10084,Team C,Team C,Sunday,12,4,1.6,6,High,Azul,Verde,631,Chuvoso,Nao
23735,Team C,Team C,Wednesday,3,20,1.3,1.8,Low,Verde,Amarelo,542,Chuvoso,Nao
10872,Team B,Team B,Tuesday,11,5,3.4,6.4,Low,Branco,Amarelo,780,Neve,Sim
21352,Team A,Team A,Sunday,16,5,5.3,2,Medium,Vermelho,Verde,813,Nublado,Nao
3102,Team C,Team A,Sunday,9,20,3.5,2.3,Low,Branco,Branco,391,Chuvoso,Sim
44463,Team D,Team D,Wednesday,8,7,6.1,6.9,Medium,Azul,Amarelo,574,Nublado,Nao
1353,Team A,Team B,Thursday,3,8,2.3,4.7,Medium,Azul,Amarelo,356,Nublado,Nao
34728,Team B,Team A,Friday,7,12,1.9,5.8,High,Vermelho,Branco,554,Neve,Sim
6799,Team B,Team C,Monday,14,4,5.8,2.6,Low,Amarelo,Vermelho,329,Nublado,Nao
43178,Team B,Team D,Friday,20,19,4.7,6,Low,Amarelo,Branco,886,Ensolarado,Nao
29492,Team B,Team C,Tuesday,18,12,2.7,9.7,Medium,Verde,Vermelho,731,Ensolarado,Nao
11792,Team B,Team D,Thursday,15,15,8.7,8.4,Medium,Branco,Verde,337,Nublado,Sim
19403,Team D,Team C,Tuesday,2,8,4,2.4,High,Azul,Azul,894,Chuvoso,Nao
55967,Team B,Team C,Friday,17,4,9.8,3.6,Medium,Amarelo,Vermelho,416,Chuvoso,Sim
23698,Team A,Team B,Tuesday,11,6,6.6,2.1,Low,Branco,Amarelo,174,Neve,Nao
6332,Team B,Team B,Thursday,1,1,8.4,8.5,High,Vermelho,Vermelho,433,Chuvoso,Nao
23731,Team D,Team B,Sunday,5,12,6.9,3,Low,Amarelo,Vermelho,641,Chuvoso,Nao
37466,Team C,Team A,Friday,4,16,6,2.2,High,Branco,Amarelo,979,Neve,Sim
-353,Team C,Team D,Wednesday,20,9,6.2,4.6,High,Amarelo,Branco,739,Nublado,Nao
13549,Team B,Team B,Sunday,15,19,4.2,6.5,High,Verde,Vermelho,937,Nublado,Nao
14593,Team D,Team D,Sunday,11,12,8.7,1.7,High,Vermelho,Vermelho,799,Ensolarado,Nao
